"Date","Price","Open","High","Low","Vol.","Change %"
"May 22, 2020","1,735.50","1,726.00","1,742.00","1,722.50","196.82K","0.79%"
"May 21, 2020","1,721.90","1,751.70","1,751.70","1,715.30","238.74K","-1.72%"
"May 20, 2020","1,752.10","1,749.20","1,757.60","1,744.00","184.46K","0.37%"
"May 19, 2020","1,745.60","1,734.80","1,751.60","1,727.20","185.26K","0.65%"
"May 18, 2020","1,734.40","1,757.50","1,775.80","1,729.30","271.47K","-1.25%"
"May 15, 2020","1,756.30","1,738.50","1,761.20","1,736.80","200.18K","0.88%"
"May 14, 2020","1,740.90","1,723.10","1,746.50","1,716.00","212.91K","1.43%"
"May 13, 2020","1,716.40","1,705.00","1,726.50","1,701.60","211.61K","0.56%"
"May 12, 2020","1,706.80","1,700.00","1,716.70","1,693.50","198.07K","0.52%"
"May 11, 2020","1,698.00","1,706.00","1,713.80","1,692.10","202.17K","-0.93%"
"May 08, 2020","1,713.90","1,727.20","1,735.50","1,703.10","232.81K","-0.69%"
"May 07, 2020","1,725.80","1,686.00","1,733.20","1,683.90","250.70K","2.21%"
"May 06, 2020","1,688.50","1,714.10","1,716.60","1,683.00","203.37K","-1.29%"
"May 05, 2020","1,710.60","1,711.00","1,717.80","1,695.40","184.73K","-0.16%"
"May 04, 2020","1,713.30","1,711.20","1,726.00","1,700.30","148.73K","0.73%"
"May 01, 2020","1,700.90","1,693.50","1,714.40","1,676.00","168.02K","0.40%"
"Apr 30, 2020","1,694.20","1,729.60","1,737.00","1,687.50","234.53K","-1.12%"
"Apr 29, 2020","1,713.40","1,724.80","1,733.50","1,708.20","159.60K","0.16%"
"Apr 28, 2020","1,710.60","1,713.50","1,720.70","1,694.90","1.26K","-0.12%"
"Apr 27, 2020","1,712.60","1,734.30","1,734.30","1,708.30","0.74K","-0.67%"
"Apr 24, 2020","1,724.20","1,733.70","1,746.60","1,715.00","0.90K","-0.53%"
"Apr 23, 2020","1,733.40","1,725.60","1,750.00","1,721.20","1.70K","0.35%"
"Apr 22, 2020","1,727.40","1,698.60","1,730.40","1,690.10","1.65K","2.93%"
"Apr 21, 2020","1,678.30","1,703.60","1,709.90","1,659.20","1.66K","-1.47%"
"Apr 20, 2020","1,703.40","1,685.00","1,710.00","1,677.60","0.62K","0.75%"
"Apr 17, 2020","1,690.80","1,722.90","1,725.70","1,683.50","1.83K","-1.85%"
"Apr 16, 2020","1,722.70","1,732.20","1,756.40","1,718.00","1.02K","-0.40%"
"Apr 15, 2020","1,729.60","1,746.60","1,747.70","1,722.40","1.08K","-1.68%"
"Apr 14, 2020","1,759.10","1,752.70","1,778.20","1,737.70","1.16K","0.53%"
"Apr 13, 2020","1,749.80","1,729.50","1,760.60","1,711.80","1.61K","0.53%"
"Apr 10, 2020","1,740.60","1,740.60","1,740.60","1,740.60","-","0.04%"
"Apr 09, 2020","1,739.90","1,669.20","1,739.70","1,666.50","1.88K","3.93%"
"Apr 08, 2020","1,674.10","1,669.80","1,685.00","1,660.80","1.29K","0.09%"
"Apr 07, 2020","1,672.60","1,694.80","1,731.80","1,662.00","2.14K","-0.68%"
"Apr 06, 2020","1,684.00","1,639.70","1,705.50","1,628.10","1.47K","2.83%"
"Apr 03, 2020","1,637.60","1,629.70","1,642.00","1,616.50","0.51K","0.42%"
"Apr 02, 2020","1,630.70","1,599.00","1,635.80","1,590.50","0.44K","2.94%"
"Apr 01, 2020","1,584.10","1,581.70","1,605.00","1,574.80","0.35K","-0.33%"
"Mar 31, 2020","1,589.30","1,634.60","1,634.60","1,582.80","0.97K","-2.92%"
"Mar 30, 2020","1,637.10","1,653.70","1,667.40","1,623.40","3.08K","0.74%"
"Mar 27, 2020","1,625.00","1,640.40","1,647.20","1,611.40","100.64K","-1.59%"
"Mar 26, 2020","1,651.20","1,642.50","1,672.50","1,611.00","215.97K","1.09%"
"Mar 25, 2020","1,633.40","1,666.20","1,699.30","1,615.20","254.19K","-1.65%"
"Mar 24, 2020","1,660.80","1,563.80","1,698.00","1,560.50","418.78K","5.95%"
"Mar 23, 2020","1,567.60","1,505.00","1,569.30","1,484.60","362.07K","5.59%"
"Mar 20, 2020","1,484.60","1,471.60","1,519.40","1,457.50","269.97K","0.36%"
"Mar 19, 2020","1,479.30","1,487.20","1,502.80","1,460.10","325.29K","0.09%"
"Mar 18, 2020","1,477.90","1,527.60","1,547.00","1,473.30","435.19K","-3.14%"
"Mar 17, 2020","1,525.80","1,512.80","1,554.30","1,465.60","434.51K","2.64%"
"Mar 16, 2020","1,486.50","1,563.80","1,574.80","1,450.90","565.98K","-1.99%"
"Mar 13, 2020","1,516.70","1,582.70","1,597.90","1,504.00","551.05K","-4.63%"
"Mar 12, 2020","1,590.30","1,633.10","1,651.00","1,560.40","605.72K","-3.17%"
"Mar 11, 2020","1,642.30","1,649.30","1,671.80","1,632.40","404.35K","-1.08%"
"Mar 10, 2020","1,660.30","1,679.60","1,681.30","1,641.10","385.48K","-0.92%"
"Mar 09, 2020","1,675.70","1,692.60","1,704.30","1,658.00","504.16K","0.20%"
"Mar 06, 2020","1,672.40","1,673.10","1,692.80","1,642.40","659.63K","0.26%"
"Mar 05, 2020","1,668.00","1,638.20","1,675.50","1,635.60","363.00K","1.52%"
"Mar 04, 2020","1,643.00","1,640.10","1,654.30","1,632.60","313.34K","-0.09%"
"Mar 03, 2020","1,644.40","1,586.00","1,650.50","1,585.90","466.53K","3.11%"
"Mar 02, 2020","1,594.80","1,592.80","1,612.10","1,576.30","443.53K","1.79%"
"Feb 28, 2020","1,566.70","1,646.10","1,651.00","1,564.00","745.84K","-4.61%"
"Feb 27, 2020","1,642.50","1,643.00","1,662.50","1,636.70","573.29K","0.13%"
"Feb 26, 2020","1,640.40","1,636.40","1,652.40","1,624.40","1.99K","-0.40%"
"Feb 25, 2020","1,647.00","1,662.00","1,662.30","1,625.00","2.65K","-1.58%"
"Feb 24, 2020","1,673.50","1,651.00","1,687.30","1,651.00","2.81K","1.73%"
"Feb 21, 2020","1,645.10","1,620.40","1,648.10","1,618.60","2.32K","1.71%"
"Feb 20, 2020","1,617.40","1,610.90","1,622.80","1,603.80","2.79K","0.53%"
"Feb 19, 2020","1,608.80","1,601.80","1,612.90","1,600.00","2.21K","0.49%"
"Feb 18, 2020","1,601.00","1,581.20","1,605.30","1,579.20","2.68K","0.88%"
"Feb 17, 2020","1,587.05","1,586.15","1,588.45","1,581.85","-","0.05%"
"Feb 16, 2020","1,586.25","1,585.50","1,586.25","1,583.45","-","0.15%"
"Feb 14, 2020","1,583.80","1,577.50","1,585.30","1,573.60","0.69K","0.48%"
"Feb 13, 2020","1,576.30","1,566.80","1,578.80","1,566.60","1.30K","0.48%"
"Feb 12, 2020","1,568.80","1,567.90","1,570.30","1,561.60","0.83K","0.10%"
"Feb 11, 2020","1,567.20","1,573.00","1,574.50","1,562.60","0.86K","-0.60%"
"Feb 10, 2020","1,576.60","1,573.00","1,577.30","1,569.10","0.46K","0.38%"
"Feb 07, 2020","1,570.60","1,567.60","1,574.60","1,560.70","1.01K","0.22%"
"Feb 06, 2020","1,567.20","1,556.80","1,568.90","1,553.50","1.48K","0.46%"
"Feb 05, 2020","1,560.10","1,553.20","1,563.20","1,548.40","1.52K","0.48%"
"Feb 04, 2020","1,552.70","1,579.50","1,580.70","1,550.00","1.88K","-1.70%"
"Feb 03, 2020","1,579.50","1,594.60","1,595.10","1,570.50","1.60K","-0.34%"
"Jan 31, 2020","1,584.90","1,575.60","1,592.30","1,572.00","2.47K","-0.10%"
"Jan 30, 2020","1,586.50","1,578.70","1,587.80","1,574.20","4.08K","1.03%"
"Jan 29, 2020","1,570.40","1,566.30","1,577.70","1,562.00","251.27K","0.04%"
"Jan 28, 2020","1,569.80","1,580.60","1,582.20","1,564.60","378.01K","-0.48%"
"Jan 27, 2020","1,577.40","1,580.50","1,588.40","1,575.30","398.06K","0.35%"
"Jan 24, 2020","1,571.90","1,562.90","1,575.50","1,555.80","427.14K","0.42%"
"Jan 23, 2020","1,565.40","1,558.90","1,567.50","1,551.30","361.03K","0.56%"
"Jan 22, 2020","1,556.70","1,558.90","1,559.80","1,550.00","286.08K","-0.08%"
"Jan 21, 2020","1,557.90","1,557.30","1,568.80","1,546.00","462.62K","-0.21%"
"Jan 20, 2020","1,561.25","1,557.20","1,562.70","1,556.65","-","0.27%"
"Jan 19, 2020","1,557.05","1,557.40","1,559.05","1,556.45","-","-0.21%"
"Jan 17, 2020","1,560.30","1,553.00","1,561.40","1,549.30","264.93K","0.63%"
"Jan 16, 2020","1,550.50","1,556.60","1,558.20","1,548.00","260.05K","-0.23%"
"Jan 15, 2020","1,554.00","1,546.80","1,558.80","1,546.50","310.07K","0.61%"
"Jan 14, 2020","1,544.60","1,548.60","1,549.50","1,536.40","340.91K","-0.39%"
"Jan 13, 2020","1,550.60","1,563.00","1,563.10","1,547.00","311.73K","-0.61%"
"Jan 10, 2020","1,560.10","1,553.40","1,564.10","1,546.70","344.34K","0.37%"
"Jan 09, 2020","1,554.30","1,557.70","1,562.40","1,541.00","372.88K","-0.38%"
"Jan 08, 2020","1,560.20","1,578.80","1,613.30","1,553.40","813.41K","-0.90%"
"Jan 07, 2020","1,574.30","1,567.40","1,579.20","1,557.00","435.87K","0.35%"
"Jan 06, 2020","1,568.80","1,562.70","1,590.90","1,562.30","558.97K","1.06%"
"Jan 03, 2020","1,552.40","1,531.70","1,556.60","1,530.40","436.74K","1.59%"
"Jan 02, 2020","1,528.10","1,521.00","1,534.00","1,519.70","270.55K","0.47%"
"Jan 01, 2020","1,520.95","1,520.85","1,523.95","1,520.85","-","-0.14%"
"Dec 31, 2019","1,523.10","1,517.70","1,529.00","1,517.50","220.85K","0.30%"
"Dec 30, 2019","1,518.60","1,515.90","1,519.10","1,513.50","178.72K","0.28%"
"Dec 27, 2019","1,514.30","1,512.00","1,515.60","1,508.80","0.84K","0.24%"
"Dec 26, 2019","1,510.70","1,498.70","1,513.60","1,498.20","1.01K","0.44%"
"Dec 25, 2019","1,504.05","1,504.40","1,504.40","1,502.15","-","0.23%"
"Dec 24, 2019","1,500.60","1,485.00","1,500.80","1,483.90","0.50K","1.10%"
"Dec 23, 2019","1,484.30","1,477.80","1,485.40","1,477.50","3.42K","0.49%"
"Dec 20, 2019","1,477.00","1,478.80","1,480.40","1,475.80","0.30K","-0.22%"
"Dec 19, 2019","1,480.20","1,475.70","1,481.20","1,472.60","1.69K","0.37%"
"Dec 18, 2019","1,474.70","1,476.70","1,480.00","1,470.50","0.78K","-0.16%"
"Dec 17, 2019","1,477.00","1,477.60","1,481.50","1,475.90","2.75K","-0.06%"
"Dec 16, 2019","1,477.90","1,477.10","1,481.30","1,475.40","0.46K","-0.05%"
"Dec 13, 2019","1,478.60","1,469.50","1,479.70","1,463.30","0.82K","0.60%"
"Dec 12, 2019","1,469.80","1,476.50","1,488.90","1,465.80","1.15K","-0.20%"
"Dec 11, 2019","1,472.70","1,466.20","1,481.00","1,465.00","0.60K","0.46%"
"Dec 10, 2019","1,465.90","1,463.90","1,470.70","1,462.40","0.64K","0.21%"
"Dec 09, 2019","1,462.80","1,461.10","1,467.30","1,460.70","2.25K","0.02%"
"Dec 06, 2019","1,462.50","1,478.20","1,481.50","1,461.00","0.68K","-1.20%"
"Dec 05, 2019","1,480.30","1,477.60","1,482.70","1,475.90","0.64K","0.19%"
"Dec 04, 2019","1,477.50","1,480.40","1,487.00","1,474.00","0.88K","-0.28%"
"Dec 03, 2019","1,481.60","1,465.50","1,484.70","1,462.80","1.40K","1.04%"
"Dec 02, 2019","1,466.40","1,467.30","1,468.50","1,457.40","1.40K","-0.24%"
"Nov 29, 2019","1,470.00","1,459.30","1,470.10","1,456.90","1.63K","0.53%"
"Nov 28, 2019","1,462.25","1,463.25","1,464.55","1,460.75","-","0.30%"
"Nov 27, 2019","1,457.90","1,465.60","1,465.60","1,457.00","4.34K","-0.16%"
"Nov 26, 2019","1,460.30","1,455.10","1,462.90","1,449.60","346.36K","0.23%"
"Nov 25, 2019","1,456.90","1,461.00","1,462.00","1,453.90","298.71K","-0.46%"
"Nov 22, 2019","1,463.60","1,464.30","1,473.40","1,461.20","320.50K","0.00%"
"Nov 21, 2019","1,463.60","1,475.10","1,475.90","1,462.40","388.34K","-0.72%"
"Nov 20, 2019","1,474.20","1,472.70","1,479.20","1,466.10","369.97K","-0.01%"
"Nov 19, 2019","1,474.30","1,471.90","1,475.80","1,465.10","307.86K","0.16%"
"Nov 18, 2019","1,471.90","1,467.80","1,474.40","1,456.60","331.24K","0.23%"
"Nov 15, 2019","1,468.50","1,471.90","1,472.10","1,462.80","251.21K","-0.33%"
"Nov 14, 2019","1,473.40","1,464.00","1,475.50","1,461.70","317.40K","0.69%"
"Nov 13, 2019","1,463.30","1,456.50","1,467.90","1,456.40","352.33K","0.66%"
"Nov 12, 2019","1,453.70","1,455.90","1,461.30","1,446.20","429.61K","-0.23%"
